,,,
,,,
Faucet Inventory Results,,,NaN <1 = less than 1 part per billion
,,,
Location / Room Number,Outlet Type,Floor Number,Result # (ppb)
Summerfield Dorm 2nd FL Bathroom Sink Right,Bathroom Faucet,2,12
TFESWBF 3rd fl by East stairs water bottle filler FH,Drinking Fountain,3,1.2
TFESWF 3rd fl by East stairs water fountain FH,Drinking Fountain,3,NaN <1
Upper Shirley room 21 back left corner sink,Kitchen Faucet,2,100
Upper Shirley room 24 left sink,Kitchen Faucet,2,5.9
Upper Shirley room 24 right sink,Kitchen Faucet,2,6.1
Upper Shirley room 26 left sink,Kitchen Faucet,2,7.1
Upper Shirley room 26 right sink,Kitchen Faucet,2,7.3
Upper Shirley science office sink,Kitchen Faucet,2,7.6
Upper Shirley science storage sink,Kitchen Faucet,2,52
WEDDC Dorm Common RM Sink West End,Kitchen Faucet,1,NaN <1
West End Dorm 1st FL Bathroom Left Sink,Bathroom Faucet,1,1.2
West End Dorm 1st FL Bathroom Right Sink,Bathroom Faucet,1,1.3
West End Dorm 2nd FL Bathroom Left Sink,Bathroom Faucet,2,NaN <1
West End Dorm 2nd FL Bathroom Right Sink,Bathroom Faucet,2,NaN <1
West End Dorm Apt 1st FL Bathroom Sink,Bathroom Faucet,1,NaN <1
West End Dorm Apt 2nd FL Bathroom Sink East,Bathroom Faucet,2,1.8
West End Dorm Apt 2nd FL Bathroom Sink West,Bathroom Faucet,2,NaN <1
WHBWBF West hall by bathroom water bottle filler FH,Drinking Fountain,1,NaN <1
WHBWF West hall by bathroom water fountain FH,Drinking Fountain,1,NaN <1
Wise Center Food Prep Sink,Kitchen Faucet,1,1.4
Woodlands Center East Bathroom Sink,Bathroom Faucet,1,NaN <1
Woodlands Center Left Water Fountain,Drinking Fountain,1,NaN <1
Woodlands Center Right Water Fountain,Drinking Fountain,1,NaN <1
Woodlands Center West Bathroom Sink,Bathroom Faucet,1,NaN <1
Yarrows Lodge Boys Bathroom Sink,Bathroom Faucet,1,2.4
Yarrows Lodge Girls Bathroom Sink,Bathroom Faucet,1,4.8
Yarrows Lodge Small Sink By Register,Kitchen Faucet,2,4.2
YLUK Upstairs Kitchen Sink Yarrow,Kitchen Faucet,2,3.8
YLUWBF Upstairs Water Bottle Fill Yarrow,Drinking Fountain,2,1.7
